1277,2008-02-02 13:30:49,116.31412,39.89454
1277,2008-02-02 13:34:51,116.32674,39.89577
1277,2008-02-02 13:38:31,116.34335,39.89605
1277,2008-02-02 13:41:56,116.35079,39.89943
1277,2008-02-02 13:45:21,116.36919,39.90568
1277,2008-02-02 13:49:01,116.38595,39.90598
1277,2008-02-02 13:52:06,116.39068,39.90614
1277,2008-02-02 13:55:16,116.39547,39.90632
1277,2008-02-02 13:58:36,116.40794,39.90649
1277,2008-02-02 14:02:23,116.42055,39.90412
1277,2008-02-02 14:06:03,116.41233,39.90452
1277,2008-02-02 14:09:33,116.43105,39.90191
1277,2008-02-02 14:14:08,116.48588,39.90803
1277,2008-02-02 14:27:41,116.49063,39.97064
1277,2008-02-02 14:31:25,116.49063,39.97064
1277,2008-02-02 14:34:50,116.49064,39.97064
1277,2008-02-02 14:38:20,116.49064,39.97064
1277,2008-02-02 14:41:30,116.49065,39.97064
1277,2008-02-02 14:45:10,116.49066,39.97066
1277,2008-02-02 14:48:40,116.49066,39.97066
1277,2008-02-02 14:52:11,116.48369,39.96773
1277,2008-02-02 14:57:51,116.46846,39.97439
1277,2008-02-02 15:01:31,116.5075,40.00986
1277,2008-02-02 15:05:31,116.57399,40.04207
1277,2008-02-02 15:08:46,116.5835,40.0609
1277,2008-02-02 15:12:46,116.58568,40.07991
1277,2008-02-02 15:16:46,116.58279,40.07953
1277,2008-02-02 15:20:31,116.58126,40.07091
1277,2008-02-02 15:24:30,116.57085,40.06332
1277,2008-02-02 15:28:05,116.55588,40.06248
1277,2008-02-02 15:31:25,116.54608,40.06102
1277,2008-02-02 15:35:35,116.52863,40.04316
1277,2008-02-02 15:39:10,116.51808,40.0255
1277,2008-02-02 15:42:35,116.49784,40.02202
1277,2008-02-02 15:46:21,116.47054,40.02223
1277,2008-02-02 15:49:51,116.46081,40.02069
1277,2008-02-02 15:53:41,116.46104,40.012
1277,2008-02-02 15:57:23,116.46714,40.00534
1277,2008-02-02 16:00:42,116.46691,39.99993
1277,2008-02-02 16:04:37,116.44831,39.99559
1277,2008-02-02 16:07:55,116.44084,39.99212
1277,2008-02-02 16:11:25,116.41796,39.98757
1277,2008-02-02 16:15:00,116.38557,39.98663
1277,2008-02-02 16:19:05,116.36203,40.0027
1277,2008-02-02 16:22:13,116.35244,40.01585
1277,2008-02-02 16:27:48,116.36372,40.01612
1277,2008-02-02 16:43:58,116.36836,39.9666
1277,2008-02-02 16:48:47,116.34871,39.97024
1277,2008-02-02 16:53:12,116.35925,39.97501
